Number,Species,SpMyco,Light,SoilSt,SoilCon,SoilSp,SoilMyco,SoilSpec,Adult,Bench,Time,Event,AMF,EMF,NSC,Lignin,Phenolics,AMF_Imp,EMF_Imp,NSC_Imp,LIG_Imp,PHN_Imp
239,Acsa,AMF,High,Nonsterile,Conspecific,Acsa,AMF,Con,1323,1,84,0,73,NA,NA,NA,NA,73,NA,12.71739581,13.79601684,0.381774991
1111,Prse,AMF,Med,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,394,4,84,0,48,NA,NA,NA,NA,27,NA,11.35162154,8.705908272,0.403736587
241,Qual,EMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,984,1,84,0,37,NA,NA,NA,NA,37,38.98508267,21.54970501,19.29351618,5.182696056
242,Quru,EMF,High,Nonsterile,Conspecific,Quru,EMF,Con,984,1,84,0,50,NA,NA,NA,NA,50,30.96500732,16.56013672,23.89206578,3.840488255
1242,Prse,AMF,Med,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1297,4,84,0,50,NA,NA,NA,NA,23,NA,12.46986889,10.11734121,0.477755117
244,Qual,EMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1688,1,84,0,NA,NA,NA,NA,NA,40.43,41.4735283,21.48515688,18.90042542,4.880918606
245,Prse,AMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1323,1,21,0,71,NA,NA,10.4,1.08,71,NA,13.24689975,10.37484249,1.083008851
246,Quru,EMF,High,Nonsterile,Conspecific,Quru,EMF,Con,1595,1,21,0,NA,NA,16.07,NA,NA,47.51,30.44603732,16.06802689,24.62930019,3.550717696
247,Prse,AMF,High,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1386,1,21,0,91,NA,NA,NA,NA,91,NA,12.27255307,10.11932914,0.782131146
248,Qual,EMF,High,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1326,1,84,0,NA,NA,NA,NA,NA,38.58423077,35.14334449,21.1411733,18.95368161,5.250669782
249,Prse,AMF,High,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1715,1,21,0,66,NA,NA,11.3,0.81,66,NA,12.99270448,11.25424231,0.810521371
250,Acru,AMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,118,1,84,0,NA,NA,NA,NA,NA,35.41,NA,12.11540047,9.342129659,0.18324115
251,Acsa,AMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,B,1,21,0,NA,NA,12.75,NA,NA,75.12,NA,12.75168444,14.01570921,0.415605048
252,Prse,AMF,High,Nonsterile,Conspecific,Prse,AMF,Con,J,1,21,0,79,NA,NA,10.5,0.74,79,NA,12.551232,10.52521488,0.74294066
253,Acru,AMF,High,Nonsterile,Conspecific,Acru,AMF,Con,1386,1,21,0,NA,NA,11.97,NA,NA,42.33,NA,11.97139658,9.13320823,0.270000768
254,Qual,EMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,1027,1,84,0,38,NA,NA,NA,NA,38,40.58660826,22.02198182,18.75908263,4.992760624
255,Acsa,AMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,561,1,84,0,NA,NA,NA,NA,NA,6.39E-16,NA,13.07352243,12.85981387,0.461263959
256,Qual,EMF,High,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1332,1,21,0,31,25,NA,18.9,5.64,31,25.07263193,22.5378942,18.94762285,5.636297878
257,Qual,EMF,High,Nonsterile,Conspecific,Qual,EMF,Con,415,1,21,0,NA,NA,25.02,NA,NA,47.814,30.64084428,25.0185913,19.95569115,5.233119997
258,Qual,EMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1320,1,21,0,NA,NA,19.35,NA,NA,5.68E-16,8.081616879,19.35468793,20.93100169,4.193648487
259,Prse,AMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,984,1,32,1,NA,NA,NA,NA,NA,59.47,NA,13.58865107,10.87299342,1.050486159
260,Acru,AMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1323,1,84,0,34,NA,NA,NA,NA,34,NA,12.06022977,9.297857862,0.133231908
261,Prse,AMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,891,1,21,0,NA,NA,NA,NA,NA,63.87,NA,12.17665485,9.652987927,0.883218304
262,Acsa,AMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,961,1,84,0,0,NA,NA,NA,NA,0,NA,12.83789416,13.93358907,0.29809282
263,Qual,EMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,A,1,21,0,NA,NA,20.19,NA,NA,36.952,35.65171721,20.19289649,20.74326465,5.380585225
264,Quru,EMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1688,1,84,0,NA,NA,NA,NA,NA,7.11E-16,6.71840659,17.63938807,22.06374222,3.706810512
265,Acsa,AMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,277,1,84,0,NA,NA,NA,NA,NA,69.51,NA,12.4944524,13.6315419,0.239031586
266,Quru,EMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,1027,1,84,0,43,NA,NA,NA,NA,43,40.23810187,16.70605251,23.17434296,3.90853019
267,Qual,EMF,High,Nonsterile,Conspecific,Qual,EMF,Con,1205,1,21,0,44,36,NA,21,5.32,44,36.31466881,20.18807418,20.96471316,5.324644265
268,Quru,EMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,984,1,84,0,0,NA,NA,NA,NA,0,7.170301261,17.63587374,22.18252316,3.714971646
269,Acru,AMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,1,84,0,NA,NA,NA,NA,NA,34.9,NA,11.80794188,8.810685778,0.167964694
270,Acru,AMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,A,1,21,0,NA,NA,12.53,NA,NA,34,NA,12.53129491,10.11572576,0.238597447
271,Acru,AMF,High,Nonsterile,Conspecific,Acru,AMF,Con,50,1,84,0,NA,NA,NA,NA,NA,43.27,NA,11.99365456,9.357292008,0.270112589
272,Quru,EMF,High,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1715,1,21,0,54,9,NA,26,4.07,54,8.755841975,16.79159116,25.99584764,4.071047384
273,Acru,AMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,1027,1,21,0,26,NA,NA,8.5,-0.14,26,NA,11.01274375,8.462381102,-0.143871151
274,Quru,EMF,High,Nonsterile,Conspecific,Quru,EMF,Con,970,1,21,0,48,29,NA,20.4,3.82,48,29.1023413,18.59007198,20.39153483,3.824427905
275,Qual,EMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,1201,1,84,0,NA,NA,NA,NA,NA,42.135,34.98535325,22.19544669,18.52814159,5.131199011
276,Qual,EMF,High,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1332,1,84,0,43,NA,NA,NA,NA,43,38.2353867,21.90459996,18.76963897,5.100545552
277,Acru,AMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1384,1,84,0,0,NA,NA,NA,NA,0,NA,12.78947576,10.33837689,0.332320383
278,Acsa,AMF,High,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1332,1,84,0,75,NA,NA,NA,NA,75,NA,12.67391981,14.10688177,0.305312688
279,Acru,AMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,970,1,21,0,35,NA,NA,8.6,-0.05,35,NA,11.27938365,8.613559477,-0.045789353
280,Acru,AMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,J,1,21,0,23,NA,NA,8.4,0.2,23,NA,11.38892994,8.373370804,0.204542532
281,Quru,EMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,277,1,21,0,45,63,NA,20.7,4.18,45,62.95065339,19.03949472,20.73299847,4.184262901
282,Quru,EMF,High,Nonsterile,Conspecific,Quru,EMF,Con,1688,1,84,0,NA,NA,NA,NA,NA,50.705,32.46896593,18.30984593,22.25791269,4.476900993
283,Acru,AMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,1,21,0,36,NA,NA,8.4,0.22,36,NA,11.72065594,8.41306942,0.221663873
284,Acsa,AMF,High,Nonsterile,Conspecific,Acsa,AMF,Con,1757,1,84,0,NA,NA,NA,NA,NA,74.3275,NA,12.69010301,13.86559086,0.355847115
285,Qual,EMF,High,Nonsterile,Conspecific,Qual,EMF,Con,1715,1,21,0,58,42,NA,22,5.81,58,42.46318014,19.34719333,21.95009676,5.806323048
286,Acsa,AMF,High,Nonsterile,Conspecific,Acsa,AMF,Con,1330,1,84,0,NA,NA,NA,NA,NA,74.3275,NA,12.69010301,13.86559086,0.355847115
287,Quru,EMF,High,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1332,1,84,0,39,NA,NA,NA,NA,39,38.24949681,15.77623186,23.61510578,3.570145156
288,Qual,EMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1478,1,84,0,NA,NA,NA,NA,NA,4.97E-16,10.69107562,21.92263103,18.91990358,4.286674542
289,Prse,AMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,561,1,21,0,NA,NA,12.12,NA,NA,69.1,NA,12.11804994,9.309831436,0.869607907
290,Qual,EMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,689,1,84,0,NA,NA,NA,NA,NA,38.297,39.47972557,22.19103304,18.6527408,4.949341471
291,Acru,AMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1454,1,21,0,NA,NA,11.88,NA,NA,31.91,NA,11.88021484,8.835628355,0.133251687
292,Acru,AMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1386,1,84,0,NA,NA,NA,NA,NA,9.24E-16,NA,12.90198048,10.24789014,0.468859028
293,Acru,AMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1688,1,84,0,NA,NA,NA,NA,NA,34.25,NA,12.01879295,9.249213468,0.151714355
294,Qual,EMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,285,1,84,0,43,NA,NA,NA,NA,43,37.63299893,22.00008056,18.72479729,5.13184327
1903,Prse,AMF,Med,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1478,6,84,0,50,NA,NA,NA,NA,0,NA,12.18043823,9.973530952,0.278638015
296,Quru,EMF,High,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1386,1,21,0,NA,NA,14.77,NA,NA,43.665,37.83833628,14.77479039,23.38010527,3.178494967
297,Prse,AMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1757,1,42,1,NA,NA,NA,NA,NA,72.12,NA,12.31962447,9.83349881,0.827481382
298,Quru,EMF,High,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1326,1,84,0,NA,NA,NA,NA,NA,43.98,33.41362237,14.42410329,23.93681342,3.185474979
299,Prse,AMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1454,1,21,0,NA,NA,14.53,NA,NA,55.29,NA,14.52813988,11.66005566,1.356112682
300,Acsa,AMF,High,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1320,1,84,0,70,NA,NA,NA,NA,70,NA,12.77590815,13.41912276,0.387129893
301,Qual,EMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,921,1,84,0,NA,NA,NA,NA,NA,43.18,39.31762971,20.09409882,21.0769021,5.282882983
302,Acru,AMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,961,1,21,0,41,NA,NA,9.7,-0.31,41,NA,11.61383048,9.696894817,-0.311788044
303,Acsa,AMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,689,1,21,0,NA,NA,12.4,NA,NA,69.20777778,NA,12.39975194,13.79135789,0.034184547
304,Quru,EMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1454,1,21,0,NA,NA,17.61,NA,NA,7.82E-16,7.362406579,17.61295869,22.16320938,3.703526566
305,Quru,EMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,561,1,21,0,NA,NA,11.24,NA,NA,44.73,23.98872949,11.23652477,23.99471819,2.818943971
306,Qual,EMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1757,1,84,0,NA,NA,NA,NA,NA,40.74,29.0326762,23.6958164,19.27325854,5.33137909
307,Quru,EMF,High,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1205,1,21,0,54,60,NA,21.8,3.09,54,59.81208538,15.17379555,21.76251912,3.090379593
308,Qual,EMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1454,1,21,0,NA,NA,19.09,NA,NA,43.67,38.62981223,19.08883456,22.00409679,5.020711536
309,Qual,EMF,High,Nonsterile,Heterospecific,Acru,AMF,HetAMF,50,1,84,0,NA,NA,NA,NA,NA,41.13923077,40.56694869,21.89256411,18.7373687,5.096448581
310,Acsa,AMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1323,1,21,0,NA,NA,13.44,NA,NA,0.75,NA,13.43885314,13.55267948,0.722820878
1642,Prse,AMF,Med,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,118,5,84,0,51,NA,NA,NA,NA,31,NA,11.3980004,8.878620239,0.393760615
312,Quru,EMF,High,Nonsterile,Conspecific,Quru,EMF,Con,921,1,84,0,NA,NA,NA,NA,NA,51.51,31.43243078,18.15387362,22.67797966,4.403683331
313,Quru,EMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,1,21,0,NA,NA,12.26,NA,NA,45.64,26.43606273,12.26455403,24.26753326,2.83550502
314,Acsa,AMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,285,1,84,0,70,NA,NA,NA,NA,70,NA,12.83913212,13.79904128,0.408956465
315,Prse,AMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,970,1,21,0,63,NA,NA,6.4,1.07,63,NA,10.43304812,6.370772364,1.065379794
316,Acsa,AMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,277,1,21,0,64,NA,NA,13.8,0.39,64,NA,12.69937807,13.79715512,0.39187822
317,Quru,EMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,1,84,0,NA,NA,NA,NA,NA,45.77,26.16891036,12.43631479,24.04879317,2.837743326
318,Acru,AMF,High,Nonsterile,Conspecific,Acru,AMF,Con,1326,1,84,0,NA,NA,NA,NA,NA,43.02,NA,11.61158049,8.774655875,0.237260159
319,Quru,EMF,High,Nonsterile,Heterospecific,Acru,AMF,HetAMF,1384,1,21,0,NA,NA,14.17,NA,NA,44.26,37.23509915,14.1708804,23.51374895,3.090666236
320,Quru,EMF,High,Sterile,Sterile,Sterile,Sterile,ConSter,1595,1,84,0,NA,NA,NA,NA,NA,5.68E-16,7.442175795,18.20971979,21.4993407,3.719712896
321,Acru,AMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,285,1,28,1,NA,NA,NA,NA,NA,30.13,NA,11.53076827,8.757505071,0.093633711
322,Qual,EMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,1330,1,21,0,28,25,NA,22.2,5.17,28,24.97468354,19.28020253,22.20448353,5.169273245
323,Qual,EMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,J,1,84,0,NA,NA,NA,NA,NA,40,41.29605381,21.85830739,18.5043661,4.917865662
324,Quru,EMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,A,1,21,0,NA,NA,18.65,NA,NA,44.4,34.70487381,18.65045023,21.72975622,4.415694957
325,Acsa,AMF,High,Nonsterile,Heterospecific,Quru,EMF,HetEMF,1454,1,21,0,NA,NA,12.84,NA,NA,71.944,NA,12.83808021,13.66985452,0.545505351
326,Quru,EMF,High,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1478,1,21,0,NA,NA,16.47,NA,NA,47.57266667,32.23168389,16.4704524,23.9357278,3.777834348
327,Acsa,AMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,689,1,84,0,NA,NA,NA,NA,NA,70.09,NA,12.45889071,13.85369129,0.080177019
328,Acsa,AMF,High,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1715,1,21,0,69,NA,NA,13.4,0.5,69,NA,12.8691364,13.43549045,0.504324925
329,Qual,EMF,High,Nonsterile,Conspecific,Qual,EMF,Con,415,1,84,0,NA,NA,NA,NA,NA,50.94875,35.66687924,20.41112628,21.29793787,5.341387758
330,Acsa,AMF,High,Nonsterile,Heterospecific,Qual,EMF,HetEMF,1478,1,21,0,NA,NA,12.81,NA,NA,71,NA,12.81423584,13.56465027,0.453879003
331,Acru,AMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,1027,1,35,1,NA,NA,NA,NA,NA,31.47,NA,11.95925764,8.989454255,0.178166067
332,Quru,EMF,High,Nonsterile,Heterospecific,Prse,AMF,HetAMF,689,1,84,0,NA,NA,NA,NA,NA,46.17,31.48204081,17.78880162,21.60533027,3.869503151
333,Qual,EMF,High,Nonsterile,Heterospecific,Pogr,EMF,HetEMF,891,1,21,0,NA,NA,21.37,NA,NA,40.542,41.31081063,21.36646014,18.78120885,5.003781795
334,Prse,AMF,High,Nonsterile,Heterospecific,Acsa,AMF,HetAMF,961,1,21,0,70,NA,NA,7.1,0.63,70,NA,10.21341207,7.074575847,0.632729199
